dal_km,al_km,descrizione,tipo_lavoro,importo_lav_principali,importo_lav_totale,data_consegna_impresa,avanzamento_lavori,ultimazione,sospesa,impresa,id,regione,strada,CUP
109.3,109.3,S.S. 18 KM 109+300|LAVORI DI MS PER IL CONSOLIDAMENTO DEL MURO DI SOSTEGNO DEL CORPO STRADALE,Lavori di manutenzione straordinaria.,774455.07,864455.07,08/01/2018,71.06,05/08/2018,,I.CO.STRA. SRL,14786,CAMPANIA,SS18,
0,27,Raddoppio da 2 a 4 corsie della Variante alla Statale  dal km. 0+000 al 19+554 - Lotto 2? dal km. 0+600 al km. 11+607 - 1? e 2? stralcio e lavori di completamento 1? Lotto ( dal km 11+607 al km 19+554),Lavori straordinari per nuove costruzioni.,46397778.76,115260124.81,30/03/2010,90.47,04/05/2015,,D`AGOSTINO ANGELO ANTONIO COSTRUZIO GENERALI S.R.L.,14785,CAMPANIA,SS268,
19.554,31,S.S. 268 DAL KM  19+554 AL KM 31+000|INTERVENTI PER IL MIGLIORAMENTO DELLA SICUREZZA STRADALE,Lavori di manutenzione straordinaria.,2614481.7,2899327.84,21/11/2016,80.64,18/08/2017,,GLOBAL STRADE S.R.L.,14784,CAMPANIA,SS268,
0,20.084,S.S. 303 DAL KM 0+000AL KM 20+084 - |LAVORI DI MANUTENZIONE STRAORDINARIA PER IL RIFACIMENTO DELLA PAVIMENTAZIONE COMPRESO IL RIFACIMENTO DELLA SEGNALETICA ORIZZONTALE,Lavori di manutenzione straordinaria.,679049.95,697225.61,25/06/2018,36.82,29/08/2018,,ATI RILLO COSTRUZ. - TECNOCOSTRUZIO LA.BIT,14775,CAMPANIA,SS303,
0,61.085,S.S. 372 ``Telesina``  Lavori di M.S. finalizzate al risanamento delle pavimentazioni stradali sull`intero tratto dal km 0+000 al km 61+085 - 3? stralcio dal km 4+000 al km 61+085 (svincoli compresi) ,Lavori di manutenzione straordinaria.,1716281.2,1767471.19,17/05/2018,73.76,20/09/2018,,ATI RILLO COSTRUZ. - TECNOCOSTRUZIO LA.BIT,14782,CAMPANIA,SS372,
25.243,28.68,S.S. 372 |INTERVENTI DI RIPARAZIONE DEGLI IMPALCATI DEI VIADOTTI ``VOLTURNO `` E ``FOSSO LAGNO``,Lavori di manutenzione straordinaria.,1142105.71,1372636.89,06/06/2018,13.13,02/11/2018,,SICURBAU S.R.L.,14791,CAMPANIA,SS372,
151.418,192.27,S.S. 6 Casilina - Lavori di Manutenzione Straordinaria per il risanamento superficiale della sede stradale in tratti saltuari. compresa la segnaletica orizzontale- I Stralcio,Lavori di manutenzione straordinaria.,506370.51,534526.97,29/06/2018,14.66,22/08/2018,,ATI RILLO COSTRUZ. - TECNOCOSTRUZIO LA.BIT,14780,CAMPANIA,SS6,
157.4,278.8,S.S. 7 Appia - Lavori di M.S. finalizzati al risanamento delle pavimentazioni stradali e relativa segnaletica orizzontale dal km 157+400 al km 278+800,Lavori di manutenzione straordinaria.,528975.05,562131.18,29/06/2018,28.04,23/08/2018,,ATI RILLO COSTRUZ. - TECNOCOSTRUZIO LA.BIT,14781,CAMPANIA,SS7,
306,307.7,SS7 - DAL KM 306+000 AL KM 307+700 - Interventi di Manutenzione Straordinaria per il rifacimento della pavimentazione stradale ammalorata. in tratti saltuari  della Statale  in argomento. compreso l`esecuzione della segnaletica orizzontale nei tratti indicati negli atti progettuali,Lavori di manutenzione straordinaria.,433039.5,444039.5,09/07/2018,92.67,28/08/2018,,ATI RILLO COSTRUZ. - TECNOCOSTRUZIO LA.BIT,14777,CAMPANIA,SS7,
313.5,313.75,S.S. 7 ?Appia? km 313+690 - Interventi finalizzati al ripristino in sicurezza ed al miglioramento delle condizioni statiche e della risposta sismica del viadotto ?Parolise II e III? ,Lavori di manutenzione straordinaria.,2776175.83,3109655.35,18/04/2018,32.42,12/01/2019,,ATI A & I DELLA MORTE SPA-SVILUPPO SILICALCITE S.N.C.,14776,CAMPANIA,SS7,
7.5,23.1,S.S. N. 7 IV - Lavori di manutenzione straordinaria per il miglioramento della sicurezza stradale e la razionalizzazione delle intersezioni a raso ai Km 7+500. 11+950. 22+700. 23+100.,Lavori di manutenzione straordinaria.,1871208.98,2826051.84,27/10/2016,69.68,30/03/2018,,NICRO COSTRUZIONI S.R.L.,14779,CAMPANIA,SS7quater,
19.3,43.3,S.S. 90 BIS AL KM 32+600|LAVORI DI MANUTENZIONE STARORDINARIA PER IL MIGLIORAMENTO PLANO-ALTIMETRICO E RETTIFICHE DI CURVE PERICOLOSE TRA IL KM 19+300 E IL KM 43+300: OPERE DI COMPLETAMENTO RELATIVE AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL PONTE SANTO SPIRITO,Lavori di manutenzione straordinaria.,800844.28,988022.35,23/07/2018,0,18/01/2019,,ATI ITERGA COSTRUZIONI GENERALI SPA COSTRUZIONI LO RUSSO SRL,14778,CAMPANIA,SS90bis,
0,0,RA 09 - S.S. S.S. 87 - 90 - 7 APPIA |INTERVENTI DI RIPARAZIONE DEGLI IMPALCATI DEI VIADOTTI ``MELE``. ``SANT`ANNA``. ``VALLONE CASTELLO`` E ``CANDIDA``,Lavori di manutenzione straordinaria.,2122942.75,2494104.54,09/04/2018,24.49,04/12/2018,,ATI TE.VIA SRL - CONS. STABILE COST,14790,CAMPANIA,VARIE,
0,0,RA. 02 -  S.S. 517 VAR |INTERVENTI DI RIPARAZIONE DEGLI IMPALCATI DEI VIADOTTI ``SPETRINI``. ``PALAZZA`` E ``BUSSENTO``,Lavori di manutenzione straordinaria.,1662460.13,1987949.99,02/05/2018,24.66,17/11/2018,,ATI IMP. DI COSTR. CAV. A. SANTALUC EDILSAMA -IMP. COSTR. M. SANTALUCIA,14792,CAMPANIA,VARIE,
0,50,RA08 - Raccordo Ferrara Portogaribaldi - Lavori di risanamento profondo delle pavimentazioni tra in tratti saltuari,Lavori di manutenzione straordinaria.,1779638.94,1859638.94,30/05/2018,0,27/08/2018,,ATI BINDI SPA - NICCHINIELLO SPA - PROCELLI COSTRUZ. SRL,14632,EMILIA,RA08,
69.514,147.86,S.S. 16 ``Adriatica`` - Lavori di ripristino delle pavimentazioni lungo la S.S. 16 in tratti saltuari dal km 69+514 al km 147+860 del CM C,Lavori di manutenzione straordinaria.,465939.68,491314.68,20/10/2017,43.05,20/05/2018,,PIACENTINI COSTRUZIONI S.P.A.,14624,EMILIA,SS16,
69.514,223.41, S.S. 16 ``Adriatica`` - Lavori di ripristino delle pavimentazioni lungo la S.S. 16 in tratti saltuari dal km 69+514 al km 223+410 del CM C - 2^Fase,Lavori di manutenzione straordinaria.,842944.73,888544.73,25/10/2017,98.53,02/06/2018,,FRANTOIO FONDOVALLE S.R.L.,14625,EMILIA,SS16,
147.86,155,E 55 - S.S.309 ROMEA - S.S.16 ADRIATICA - LAVORI DI RISANAMENTO E RINFORZO DEL PIANO VIABILE E SEGNALETICA ORIZZONTALE  - LOTTO 3,Lavori di manutenzione straordinaria.,1804332.23,1919332.23,25/10/2017,98.87,02/06/2018,,FRANTOIO FONDOVALLE S.R.L.,14629,EMILIA,SS16,
157.86,223.41,S.S. 16 ``Adriatica`` - Lavori di ripristino delle pavimentazioni lungo la S.S. 16 in tratti saltuari dal km 157+860 al km 223+410 del CM C,Lavori di manutenzione straordinaria.,793057.42,833657.42,23/10/2017,98.19,08/06/2018,,BARALDINI QUIRINO S.P.A.,14623,EMILIA,SS16,
13,55.73,E 55 - S.S.309 ROMEA - S.S.16 ADRIATICA - LAVORI DI RISANAMENTO E RINFORZO DEL PIANO VIABILE E SEGNALETICA ORIZZONTALE - LOTTO 1 (ex cup F77H16000680001),Lavori di manutenzione straordinaria.,2907707.4,3047907.4,25/10/2017,84.53,22/11/2018,,FRANTOIO FONDOVALLE S.R.L.,14627,EMILIA,SS309,F77H16000680001
162.5,228.5,S.S. 3BIS ``TIBERINA`` - LAVORI DI RIPRISTINO DELLE PAVIMENTAZIONI CON SISTEMAZIONE DELLE BANCHINE LATERALI TRA IL KM 162.500 ED IL KM 228+500 IN TRATTI SALTUARI,Lavori di manutenzione straordinaria.,1863217,2363772.56,20/10/2017,80.95,30/05/2018,,ATI BINDI SPA - NICCHINIELLO SPA - PROCELLI COSTRUZ. SRL,14619,EMILIA,SS3bis,
162.698,250.565,lavori di manutenzione straordinaria per la chiusura dei varchi in fascia spartitraffico e per l`adeguamento delle barriere in tratti saltuari della S.S. 3bis ``Tiberina``,Lavori di manutenzione straordinaria.,1245915,1430359.44,16/11/2017,47.76,22/06/2018,,ATI: IMERA SRL - GIOVETTI SISTAM SR,14617,EMILIA,SS3bis,
162.698,250.565,S.S. 3 bis ``Tiberina`` Lavori di ripristino delle pavimentazioni in tratti saltuari lungo la S.S. 3 bis dal km 162+698 al km 250+565,Lavori di manutenzione straordinaria.,1138001.94,1168001.94,13/03/2018,0,14/06/2018,,FRANTOIO FONDOVALLE S.R.L.,14626,EMILIA,SS3bis,
162.698,218.28,S.S. n? 3 Bis ?Tiberina?- Lavori di risanamento profondo. rinforzo del piano viabile. ripristino di banchine laterali. sistemazione dell`idraulica di piattaforma. segnaletica orizzontale e segnaletica verticale. fornitura e/o posa in opera di barriere stradali tra il km 218+280 e il km 215+350.,Lavori di manutenzione straordinaria.,2870525.47,3440568.63,22/06/2018,0,18/12/2018,,ATI COOP.VA BRACCIANTI RIMINESI-PES SINTEXAL-COSTRUZ DOC,14631,EMILIA,SS3bis,
162.8,162.9,LAVORI DI MANUTENZIONE STRAORDINARIA DELLE OPERE D`ARTE DELLO SVINCOLO DI CANILI AL KM 162+800 DELLA S.S. 3BIS ``TIBERINA`` ,Lavori di manutenzione straordinaria.,726631.8,946631.8,19/06/2018,0,15/11/2018,,L. & C. LAVORI E COSTRUZIONI S.R.L.,14634,EMILIA,SS3bis,
164,164.9,S.S. 3BIS ``TIBERINA`` - GALLERIA ``MONTECORONARO`` - INTERVENTI DI ADEGUAMENTO STATICO DI  IMPERMEABILIZZAZIONE E DI MESSA A NORMA DEGLI IMPIANTI TECNOLOGICI,Lavori di manutenzione straordinaria.,5747138.39,6262525.22,19/04/2017,28.36,22/02/2018,,A.T.I.AEDES AURORA-COEDEL-BOCCUZZI-,14614,EMILIA,SS3bis,
173.7,175.5,GALLERIA ROCCACCIA (KM 173+700)| PROGETTO DEGLI INTERVENTI DI ADEGUAMENTO STATICO DI IMPERMEABILIZZAZIONE E DI MESSA A NORMA DEGLI IMPIANTI TECNOLOGICI.,Lavori di manutenzione straordinaria.,7189825.34,7719644.54,19/04/2017,77.89,13/04/2018,,A.T.I. ELEF SPA  - SIEI SRL,14615,EMILIA,SS3bis,
226.19,228.4,S.S. 3bis ``Tiberina`` - Lavori di risanamento profondo della pavimentazione stradale dal km 226+190 al km 228+400 in entrambe le carreggiate,Lavori di manutenzione straordinaria.,2192694.23,3062395.16,20/10/2017,50.26,15/06/2018,,ATI BINDI SPA - NICCHINIELLO SPA - PROCELLI COSTRUZ. SRL,14621,EMILIA,SS3bis,
228.5,250.565,S.S. 3BIS ``TIBERINA`` - LAVORI DI RISANAMENTO PROFONDO DELLE PAVIMENTAZIONI TRA IL KM 250+565 ED IL KM 228+500 IN TRATTI SALTUARI,Lavori di manutenzione straordinaria.,1249817,1726556.13,20/10/2017,77.47,17/07/2018,,ATI BINDI SPA - NICCHINIELLO SPA - PROCELLI COSTRUZ. SRL,14618,EMILIA,SS3bis,
240.42,242.7,S.S. 3BIS ``Tiberina`` - Lavori di risanamento profondo della pavimentazione stradale dal km 240+420 al km 242+700 in entrambe le carreggiate,Lavori di manutenzione straordinaria.,2184643.13,3067686.95,20/10/2017,43.17,17/09/2018,,ATI BINDI SPA - NICCHINIELLO SPA - PROCELLI COSTRUZ. SRL,14622,EMILIA,SS3bis,
69.514,69.514,S.S. 16 ``Adriatica``  e S.S. 64 ``Porrettana``   - Lavori di adeguamento del ponte a  Pontelagoscuro sul Po e del Ponte sul Reno (RISCHIO SISMICO),Lavori di manutenzione straordinaria.,2833195.8,3152640.24,09/05/2018,24.62,18/12/2018,,ATI CONS.COOP. - PALISTRADE 2000 SR,14616,EMILIA,SS64,
0,0,Lavori di manutenzione straordinaria per il ripristino dei giunti di dilatazione degli impalcati delle opere d`arte presenti lungo i tronchi stradali di competenza del Centro B,Lavori di manutenzione straordinaria.,332339.6,375672.93,15/03/2018,0,11/08/2018,,L. & C. LAVORI E COSTRUZIONI S.R.L.,14620,EMILIA,VARIE,
0,0,E 55 - S.S.309 ROMEA - S.S.16 ADRIATICA - LAVORI DI RISANAMENTO E RINFORZO DEL PIANO VIABILE E SEGNALETICA ORIZZONTALE - LOTTO 2 (ex cup F77H16000680001),Lavori di manutenzione straordinaria.,2060774.85,2185774.85,25/10/2017,98.83,05/07/2018,,FRANTOIO FONDOVALLE S.R.L.,14628,EMILIA,VARIE,F77H16000680001
0,0,Lavori di ripristino delle pavimentazioni lungo gli interi tronchi stradali di competenza del Centro C,Lavori di manutenzione straordinaria.,337513.21,393113.21,14/09/2017,96.44,24/04/2018,,PIACENTINI COSTRUZIONI S.P.A.,14630,EMILIA,VARIE,
0,0,S.S. 724 - S.S. 724dir - Lavori di risanamento profondo delle pavimentazioni del sistema tangenziale di Modena. in tratti saltuari,Lavori di manutenzione straordinaria.,673285.54,740452.21,11/07/2018,0,20/08/2018,,FRANTOIO FONDOVALLE S.R.L.,14633,EMILIA,VARIE,
32.15,36.15,PROGETTO GREEN LIGHT - SOSTITUZIONE DEI CORPI ILLUMINANTI CON LED DI ULTIMA GENERAZIONE LOTTO 2 ,Lavori di manutenzione straordinaria.,445156.13,501604.49,09/07/2018,0,02/10/2018,,ELEF S.P.A.,14951,FRIULI,A,
32.15,36.15,LAVORI DI REALIZZAZIONE DELL`AREA DI PARCHEGGIO A SERVIZIO DEL VALICO CONFINARIO DI RABUIESE SULLA A ``SISTIANA - RABUIESE``,Lavori di manutenzione straordinaria.,330832.15,461207.15,04/10/2017,83.92,01/02/2018,,FENIX CONSORZIO STABILE SOC.CONS. A,14956,FRIULI,A,
27.5,32.8,LAVORI DI CONSOLIDAMENTO DELLA PENDICE ROCCIOSA E COSTRUZIONE DI BARRIERE PARAMASSI IN TRATTI SALTUARI. TRA IL KM 27+500 E IL KM 28+585 E TRA IL KM 29+200 E IL KM 32+800 DELLA S.S. 52 BIS ED ADEGUAMENTO DELLE BARRIERE DI SICUREZZA SULLE S.S. 54 E 52 BIS,Lavori di manutenzione straordinaria.,2193325.47,2552964.7,21/09/2016,100,12/06/2018,,ATI - C.O.S. - ITALIA COSTR.ING.  S,14952,FRIULI,SS52bis,
0,0,SS 54 ``del Friuli`` - Variante all`abitato di Cividale del Friuli al km 13+900,Lavori straordinari per nuove costruzioni.,2654666.51,3767659.36,23/05/2018,2.86,22/05/,,RTI: BRUNELLI PLACIDO FRANCO S.R.L. FACCO M.  S.R.L.,14958,FRIULI,SS54,
0,0,LAVORI DI MANUTENZIONE STRAORDINARIA PER LA CHIIUSURA DEI VARCHI STRADALI SITI NELLA RETE STRADALE IN GESTIONE AL COMPARTIMENTO,Lavori di manutenzione straordinaria.,59066,59096,15/12/2017,100,13/02/2018,,CGS S.P.A.,14953,FRIULI,VARIE,
0,0,Manutenzione straordinaria piani viabili con risanamento in tratti saltuari lungo la SS202Gvt - RA13 e SS202 del centro 1? Nucleo 1?,Lavori di manutenzione straordinaria.,1241241.92,1259241.92,06/10/2016,100,08/07/2017,,CABRINI ALBINO S.R.L.,14954,FRIULI,VARIE,
0,0,Perizia dei lavori di riqualificazione della segnaletica- Lotto 1,Lavori di manutenzione straordinaria.,211536.14,227261.14,15/06/2018,0,13/10/2018,,VERONA S.R.L.,14955,FRIULI,VARIE,
0,0,MANUTENZIONE TRAORDINARIA PIANI VIABILI COMPARTIMENTALI CON RISANAMENTO IN TRATTI SALTUARI,Lavori di manutenzione straordinaria.,1260952,1274752,23/10/2017,100,15/09/2018,,CABRINI ALBINO S.R.L.,14957,FRIULI,VARIE,
0,67,A90 E A91 - RIPRISTINO URGENTE IMPIANTI DI ILLUMINAZIONE LUNGO LE AUTOSTRADE DEL GRA E ROMA/FIUMICINO. COMPRESO INTERVENTI DI IMPLEMENTAZIONE DEI SISTEMI DI PROTEZIONE DELLA RETE DI ALIMENTAZIONE E DEGLI IMPIANTI - 1? STRALCIO,Lavori di manutenzione straordinaria.,9333501.93,9795564.43,11/04/2016,99.81,14/01/2018,,VALORI CONSORZIO STABILE SCARL,14928,LAZIO,A90,
10.599,11.047,A 90 ``Grande Raccordo Anulare`` - Lavori di adeguamento degli impianti tecnologici ai sensi del D.L. n? 264 del 05.10.2006 in materia di sicurezza per gallerie della rete stradale trans europea: GALLERIA TRIONFALE - PRIMO STRALCIO.,Lavori di manutenzione straordinaria.,520563.8,569042.05,14/05/2018,39.33,10/09/2018,,SOCIETA`  INTERNAZIONALE  COSTR. IMPIANTI SRL,14927,LAZIO,A90,
12.224,44.05,A90 - Tronco dal km 12+224 al km 44+050 - Lavori di MS per il rifacimento della pavimentazione stradale ammalorata in t.s. dell`A90. Lavori anche notturni,Lavori di manutenzione straordinaria.,826840.01,871151.12,06/03/2017,99.81,17/06/2017,,ATI: VIRGINIO PETRICHELLA S.R.L. - COSTRUZIONI S.R.L. UNIPERSONALE,14924,LAZIO,A90,
13.5,18,Ripristino urgente di impianti di illuminazione lungo le autostrade del GRA e Roma - Fiumicino. compreso gli interventi di implementazione dei sistemi di protezione della rete di alimentazione e degli impianti - INTERVENTO 1,Lavori di manutenzione straordinaria.,436183.9,529983.9,19/12/2017,98.62,11/03/2018,,ATI STACCHIO IMPIANTI SRL-IGE IMPIA SRL-TATANGELO CIRO SRL,14921,LAZIO,A90,
44.645,45.797,AUT. GRA - GALLERIA ``APPIA ANTICA``- LAVORI DI ADEGUAMENTO DEGLI IMPIANTI TECNOLOGICI. AI SENSI DEL D.L. N? 264 DEL 05.10.2006 IN MATERIA DI SICUREZZA PER GALLERIE DELLA RETE STRADALE TRANS EUROPEA.,Lavori di manutenzione straordinaria.,3079224.47,3547722.54,11/05/2016,98.78,27/04/2018,,GRUPPO PSC SPA,14920,LAZIO,A90,
57,65,A90 - Lavori di manutenzione straordinaria per il rifacimento della pavimentazione stradale ammalorata dell`Autostrada A90 con sostituzione delle barriere stradali tipo new jersey tra i km 57+000 e 65+000. Lavori anche notturni ,Lavori di manutenzione straordinaria.,729966.4,783855.28,25/10/2017,100,28/02/2018,,MONACO SPA COSTRUZIONI GENERALI,14917,LAZIO,A90,
60,63,Lavori di manutenzione straordinaria per il rifacimento della pavimentazione stradale ammalorata in t.s. in carreggiata interna tra i km 60+000 ed il km 1+000 ed in carreggiata esterna tra i km 63+000 e 60+000. Lavori anche notturni,Lavori di manutenzione straordinaria.,2189204.48,2235512.31,17/10/2016,100,30/09/2017,,ATI: VIRGINIO PETRICHELLA S.R.L. - COSTRUZIONI S.R.L. UNIPERSONALE,14925,LAZIO,A90,
0.915,8.121,S.S.17 - Lavori di M.S. per il risanamento delle opere d`arte in CLS sita ai km 0+915  km.8+121.,Lavori di manutenzione straordinaria.,2781884.83,3255228.62,19/12/2013,98.99,14/12/2017,,CRICCHI COSTRUZIONI SRL,14929,LAZIO,SS17,
93.25,130.505,S.S. 4 ? dal km 93+250 al km 130+505. Lavori di ripristino del muro di sostegno dissestato a seguito di eventi sismici al km 93+250 e  del corpo del tombino carrabile  in cls armato dissestato al km 130+505.,Lavori di manutenzione straordinaria.,490587.41,611782.17,05/12/2017,61.15,02/06/2018,,EDILFRAIR COSTRUZIONI GENERALI SPA,14930,LAZIO,SS4,
106.4,134,Lavori della S.S. 4 per il risanamento idraulico del rivestimento delle gallerie e ripristino strutturale delle gallerie ``Gola del Velino`` km 106+400. ``Casali`` km 109+650. ``Briglione`` km 110+015. ``S. Giovanni`` km 110+260 ``Casalene`` km 134+000.,Lavori di manutenzione straordinaria.,1447306.96,1694242.16,15/05/2018,0,18/10/2018,,SPOSATO COSTRUZIONI SRL,14934,LAZIO,SS4,
113.2,117,LAVORI DI ADEGUAMENTO IN SEDE DELLA PIATTAFORMA STRADALE AL TIPO ``C1`` TRATTO TRA IL  BIVIO DI MICIGLIANO (KM 113+200) E L`INIZIO DELLA GALLERIA ``GOLE DEL VELINO`` (KM 117+000) - PROGETTO DI COMPLETAMENTO.,Lavori straordinari per nuove costruzioni.,44044720.05,46577327.8,28/03/2012,82.5,31/05/2015,,A.T.I.:TECNIS SPA.-ING. PAVESI & C. COGIP INFRASTRUTTURE SPA,14936,LAZIO,SS4,
129.3,138.05,S.S. 4  - Lavori di ripristino del corpo del rilevato in frana a seguito degli eventi sismici dal km 129+300 al km 138+050.,Lavori di manutenzione straordinaria.,446815.13,539265.42,27/03/2018,55.95,04/07/2018,,CONS. STABILE MEDIL SOC.CONS. A R.L,14933,LAZIO,SS4,
134.355,134.68,S.S. 4 ? km 134+355 ? Lavori di ripristino delle strutture del Viadotto San Lorenzo dissestato a seguito di eventi sismici,Lavori di manutenzione straordinaria.,1436363.75,1666786.66,25/09/2017,33.35,07/08/2018,,ATI IMPRE.EMI.D. S.U.R.L.- ASE SRL APPLICAZIONI SPECIALI NELL`EDILIZIA,14931,LAZIO,SS4,
135.993,136.419,S.S. 4 ? km 135+993 ? Lavori di ripristino delle strutture del Viadotto Cantoniere dissestato a seguito di eventi sismici - 2? Fase,Lavori di manutenzione straordinaria.,2609608.26,2897598.87,16/03/2018,11.5,28/06/2019,,PELUSO COSTRUZIONI SRL,14935,LAZIO,SS4,
138.023,138.58,Lavori di M.S. per il risanamento delle opere d?arte in CLS site al km 138+023 (Viadotto Tronto I) ed al km 138+376 (Viadotto Tronto II),Lavori di manutenzione straordinaria.,1793708,1894142.78,31/07/2015,99.79,08/07/2016,,M.G.A. SRL  MANUTENZIONI GENERALI AUTOSTRADE,14919,LAZIO,SS4,
138.023,138.648,S.S. 4 ? km 138+023 ?  Lavori di ripristino delle strutture dei Viadotti Tronto I e Tronto II dissestati a seguito di eventi sismici.,Lavori di manutenzione straordinaria.,962623.58,1146675.79,23/03/2018,0,05/02/2019,,VALORI CONSORZIO STABILE SCARL,14932,LAZIO,SS4,
0,0,SS 675 ``Umbro-Laziale``|Tratto Aurelia-Cinelli - stralcio Monte Romano Est - Cinelli,Lavori straordinari per nuove costruzioni.,59240286.05,75119975.32,20/06/2016,87.32,30/08/2018,,ATI DONATI SPA-IRCOP SPA-S.A.L.C. S DEMA COSTRUZIONI SRL,14938,LAZIO,SS675,
30.212,71.385,S.S. n. 675 ``Umbro Laziale`` - Lavori di manutenzione straordinaria per l`adeguamento delle barriere stradali in t.s. della S.S. 675 tra il km 30+212 ed il km 71+385.,Lavori di manutenzione straordinaria.,832977.38,2237258.43,18/09/2015,65.09,07/10/2018,,IMPRESA DI COSTRUZIONI CAV.ANTONIO SANTALUCIA S.R.L.,14926,LAZIO,SS675,
56.6,58.1,S.S. 675 ``Umbro - Laziale`` - Barriere new jersey 2? stralcio lotto II - Lavori di M.S. per il miglioramento della sicurezza stradale mediante riqualificazione delle barriere stradali tipo new jersey in t.s. - 2? stralcio dal km 59+600 al km 44+496. Lotto II dal km 58+100 al km 56+600. Lavori anche notturni.,Lavori di manutenzione straordinaria.,503399.01,537510.12,07/05/2018,18.11,03/10/2018,,DAPAM S.R.L. IMPRESA DI COSTRUZIONI,14923,LAZIO,SS675,
0.45,1.4,S.S. 699 - LAVORI URGENTI DI CONSOLIDAMENTO DELLA SPALLA LATO FROSINONE DEL VIADOTTO ANXUR AL KM 1+400,Lavori di manutenzione straordinaria.,1416040.06,1694648.52,04/02/2016,82.85,04/07/2017,,COSTRUZIONI RUBERTO S.R.L.,14916,LAZIO,SS699,
0,0,Direttrice Terni - Rieti. Tratto laziale: dalla galleria Montelungo al confine regionale,Lavori straordinari per nuove costruzioni.,10872717.99,13937468.08,24/11/2017,20.11,11/05/,,IRCOP SPA,14937,LAZIO,SS79,
0,0,A90 Grande Raccordo Anulare e A91 Roma/Aeroporto di Fiumicino - Lavori di MS per il rifacimento della pavimentazione stradale ammalorata in t.s. dell`A90 e dell`A91 - 2 stralcio -   Lavori anche notturni ,Lavori di manutenzione straordinaria.,743093,762733,15/02/2018,99.89,20/04/2018,,ATI IMPRESA FRATELLI GROSSI - EDIL G.M. SRL -VIRGINIO PETRICHELLA,14918,LAZIO,VARIE,
0,0,S.S.  4 - 17 - 79 - 701 - NSA 265 - Lavori di M.S. per il rifacimento della pavimentazione ammalorata comprese ricariche ed eventuali sfondamenti in tratti saltuari - Lavori anche notturni.,Lavori di manutenzione straordinaria.,2667865.98,2678865.98,06/11/2017,75.7,30/06/2018,,CONSORZIO INTEGRA SOC. COOP.,14922,LAZIO,VARIE,
0,0,Viabilita di accesso all` hub portuale di Savona interconnessione tra i caselli della A 10 di Savona ed Albisola e i porti di Savona e Vado: Variante alla SS 1 Aurelia nel tratto tra Savona torrente Letimbro ed Albisola Superiore. ,Lavori straordinari per nuove costruzioni.,145118426.98,208185870.41,15/02/2012,78.72,18/09/2016,,ATI C.M.C.-ITINERA (SGAI-D`APPOLONI ELETEC 2000),14734,LIGURIA,SS1,
0,0,LAVORI DI COSTRUZIONE DELLA VARIANTE ALLA SS 1 AURELIA - 3? LOTTO TRA FELETTINO E IL RACCORDO AUTOSTRADALE -  VIABILITA` DI ACCESSO ALL`HUB PORTUALE DI LA SPEZIA - INTERCONNESSIONE TRA I CASELLI DELLA A 12 E IL PORTO DI LA SPEZIA,Lavori straordinari per nuove costruzioni.,141113961.42,175352504.31,29/08/2011,43.69,29/05/2015,,TOTO Costruzioni Generali S.P.A.,14735,LIGURIA,SS1,
437.95,438.415,S.S. n.1 ``Via Aurelia`` - S.P. 566 ``di Val di Vara`` - Lavori di rifacimento dei ponti sul torrente Pogliaschina in comune di Borghetto Vara - Progetto esecutivo,Lavori di manutenzione straordinaria.,1415493,1727729.79,25/11/2016,0,19/11/2017,,CORBO GROUP SPA,14733,LIGURIA,SS1,
483.5,492.675,SS. 1 ``via Aurelia`` - Lavori di manutenzione straordinaria per il risanamento della sovrastruttura stradale e dei cigli di valle dal km 483+500 al km 492+675. in tratti saltuari,Lavori di manutenzione straordinaria.,723295.5,1027643.33,10/10/2016,28.29,29/09/2018,,MASSUCCO COSTRUZIONI S.R.L.,14723,LIGURIA,SS1,
650.82,668.2,Strade Statali del Nucleo 4 - Lavori di rifacimento della pavimentazione stradale lungo le strade del Nucleo 4 in tratti saltuari -|Provincia: Imperia.,Lavori di manutenzione straordinaria.,316625.2,331069.64,16/10/2017,97.63,11/08/2018,,NEW GROUP INFRASTRUTTURE S.R.L.,14725,LIGURIA,SS1,
138.09,140.451,Lavori di adeguamento degli impianti tecnologici. ai sensi del D.L. n? 264 del 05.10.2006 in materia di sicurezza per gallerie della rete stradale trans europea: gallerie Cima di Rovere e Noceire,Lavori di manutenzione straordinaria.,5124855.98,5559529.41,23/08/2017,23.76,15/07/2018,,ATI EUR COSTRUZIONI SRL - COSTRUZIO STRADALI E CONSOLIDAMENTI SRL,14721,LIGURIA,SS20,
107.8,108.3,S.S. 28 ``del Colle di Nava`` - Lavori di ammodernamento in sede tra i km 107+800 e 108+300.,Lavori di manutenzione straordinaria.,686915.8,809290.8,27/04/2017,78.41,24/06/2018,,COGEMA S.R.L.,14720,LIGURIA,SS28,
31.5,32.445,Variante alla S.S. 45 di ``Val Trebbia``. Comuni di Torriglia e Montebruno dal Km 31+500 (Costafontana) al Km 35+600 (Montebruno) 1? stralcio funzionale dal km 31+500 alla km 32+445,Lavori straordinari per nuove costruzioni.,9977072.75,12033124.75,29/05/2017,17.18,18/05/2019,,SICURBAU S.R.L.,14736,LIGURIA,SS45,
